movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
413,Airheads (1994),Comedy,"Three would be rockers Chazz, Rex and Pip, known as The Lone Rangers plan to play their demo on a recording company, but then they're turned down rudely. Then they decide to try the famous rock n' roll radio station, but are not accepted either. Then they decide arm themselves with squirt guns and take the station hostage for not playing their demo. But the three get more than what they have bargained for. —Emphinix",United States,English,Michael Lehmann,1994.0,1 hour 32 minutes,12,,,
414,"Air Up There, The (1994)",Comedy,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team. —Reid Gagle",United States,English,Paul Michael Glaser,1994.0,1 hour 47 minutes,All,,,
415,Another Stakeout (1993),Comedy|Thriller,"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill. —Rob Hartill",United States,English,John Badham,1993.0,1 hour 48 minutes,Rated PG-13 for two sequences of violence in a comic/action genre,,,
416,Bad Girls (1994),Western,"When saloon prostitute Cody Zamora rescues her friend Anita from an abusive customer by killing him, she is sentenced to hang. However, Anita and their two friends Eileen and Lilly rescue Cody and the four make a run for Texas, pursued by Graves and O'Brady, two Pinkerton detectives hired to track them. When Cody withdraws her savings from a Texas bank, the women believe they can now start a new life in Oregon. But Cody's old partner Kid Jarrett takes Cody's money when his gang robs the bank, and so the four so-called ""Honky-Tonk Harlots"" set out to recover the money, with the Pinkertons hot on their trail. —Jim Beaver <jumblejim@prodigy.net>",United States,"English, Spanish",Jonathan Kaplan,1994.0,1 hour 39 minutes,15,,,
417,Barcelona (1994),Comedy|Romance,"Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer in the US Navy. Over the next few months, both their lives are irrevocably altered by the events which follow Fred's arrival, events which are the trivial stuff of a comedy of manners at first but which gradually grow increasingly dramatic. —Tim Horrigan <horrigan@hanover-crrel.army.mil>",United States,"English, Spanish",Whit Stillman,1994.0,1 hour 41 minutes,Rated PG-13 for drug content and a brief sex scene,,,
418,Being Human (1993),Drama,"Five bittersweet vignettes that span the entire human history about five different men, all called Hector and played by the same actor (Robin Williams), who find themselves at a critical juncture in their lives. In prehistoric times, Hector lives in peace with his wife and their little son and daughter in a cave on a quite uninhabited island somewhere in the north. His world is shattered when a group of foreign pagan raiders led by a young chieftain and a somewhat pacifistic priest arrive there. In Ancient Rome, Hector is a loyal well-treated slave of Lucinnius, a somewhat naive big trader with political connections. When his latest shipment fails to arrive and the local corrupt governor Cyprion refuses to lend him money for his further endeavors due to bad omen that a professional soothsayer saw while reading the future from a chicken liver, he is ruined. To make things worse, just as Hector plans to ask his master for freedom and elope with his master's female African slave Thalia, Lucinnius informs him that they've been chosen to be scapegoats and must kill themselves under the governor's orders. In medieval times, Hector is a Scotsman who's traveling with a somewhat zealotic but friendly and well-intentioned priest on a mission of mercy to help the fallen crusaders, mortally wounded in the bloody skirmishes, make it to the other side in peace. Beatrice, a nice beautiful flirtatious Italian widow, is traveling part of the way with them as well. Hector is tired of death and carnage and wants to go home but when he and Beatrice connect despite not speaking each-others languages, he falls for her. The priest warns him that he can't handle her needs but Hector doesn't take his friendly warning seriously and eventually leaves with her. However, he soon realizes that the priest was referring to responsibilities of a complicated family life. During the Renaissance, a group of Portuguese nobleman and their servants and soldiers gets shipwrecked somewhere on the coast of Africa. They make an encampment at the beach and try to find some Africans to ask for help but they also try to uphold their strict old ways of life at their beach camp. The realities of the life and death situation they're in kick in quickly and things go wrong for most of them. Hector is one of the lower nobleman, who tries to reconnect with his lover, who wants nothing to do with him. However, Hector's misfortune turns out to be his blessing this time, if only temporarily. In present day New York, Hector is about to pick up his young daughter and little son he hasn't seen in years from his ex wife and her new husband and take them to a seaside bungalow where they can reconnect again. However, his day turns into a quagmire. First he gets blamed by the police for a bizarre accident that almost kills one of the tenants in a building owned by his somewhat sleazy partner Boris. Then Hector borrows the flower delivery car from his nice girlfriend Anna to get the kids but forgets to deliver the flowers which Anna's client ordered for a celebration. His kids don't make things much easier for him either. He decides to treat them like adults for a change and they have a redeeming serious talk about their uneasy relationship.",United Kingdom,"English, Gaelic",Bill Forsyth,1994.0,2 hours 2 minutes,15,,,
419,"Beverly Hillbillies, The (1993)",Comedy,"Jed Clampett and kin move from Arkansas to Beverly Hills, when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife, there are inevitably plenty of takers and con artists ready to make a fast buck. —Rob Hartill",United States,English,Penelope Spheeris,1993.0,1 hour 32 minutes,12,,,
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,"After a botched attempt to make a bust in a Detroit chop shop, the effectively unorthodox police officer, Axel Foley, once more, finds himself in sunny Beverly Hills, hot on the trail of an elusive gang of cold-blooded killers. There--with the aid of old friends, Serge, the recently promoted Billy Rosewood, and his partner Jon Flint--Axel searches out the criminals' hideout which is nestled right under everyone's face: in Southern California's bustling theme park, WonderWorld. Now, all that's left to do is to convince the people and the police that the park's impeccable chief of security, Ellis DeWald, is a ruthless villain, and that the immaculate amusement park is, in reality, a graceful and impenetrable facade for a sinister operation. How hard can it be? —Nick Riganas",United States,"English, French",John Landis,1994.0,1 hour 44 minutes,15,,,
421,Black Beauty (1994),Adventure|Children|Drama,"Black Beauty, a beautiful black stallion in 1870s England, recalls his life from his birth through his carefree life as a colt to the many hardships he suffered after achieving maturity. He goes through many owners, both good and bad, until he finally finds happiness and contentment. —duke1029@aol.com",United Kingdom,English,Caroline Thompson,1994.0,1 hour 28 minutes,All,,,
422,Blink (1994),Thriller,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her. —Murray Chapman <muzzle@cs.uq.oz.au>",United States,English,Michael Apted,1993.0,1 hour 46 minutes,18,,,
423,Blown Away (1994),Action|Thriller,Jimmy Dove works for the bomb squad in Boston and he is always the one who is on the tough jobs. One day he decides to quit the force and to become a teacher for the rookies of the squad. A few days later his former partner is killed by a bomb and Jimmy becomes suspicious that maybe this bomb could have been built by a former friend of himself. He begins to investigate and finds out that his worst nightmare has returned from his past. —Harald Mayr <marvin@bike.augusta.de>,United States,"English, Irish Gaelic",Stephen Hopkins,1994.0,2 hours 1 minute,15,,,
424,Blue Chips (1994),Drama,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around. —Rob Hartill",United States,English,William Friedkin,1994.0,1 hour 48 minutes,12,,,
425,Blue Sky (1994),Drama|Romance,"It's the early 1960s. Nuclear engineer Hank Marshall is a major in the US Army, he who works on top secret nuclear testing projects. Trouble follows him from posting to posting largely because of his mentally unstable wife, Carly Marshall, who is bipolar. During her manic phases, her already overt sexuality, which she models after such sex symbols as Marilyn Monroe and Brigitte Bardot, is ratcheted up a notch, that partying behavior which is mixed with less frequent phases of physically destructive behavior. Regardless, Hank and Carly love each other, Hank who would admit to himself that he enjoys the fact that other men find Carly attractive, which is partly why he allows her to act the way she does in public. In turn, they mutually love their now two teenaged daughters, Alex and Becky. Reassigned from their two year posting in Hawaii largely due to the ruckus Carly has caused there, they are next sent to Alabama, the base under the command of Vince Johnson, his wife, Vera Johnson, who heads the wives' welcoming committee. At an age of starting to test her own sexuality, Alex starts to date the Johnsons' son, Glenn. Due to no fault of his own, Hank faces some problems in the latest project on which he is working, code named Blue Sky. And Carly continues her regular behavior, which catches Vince's overtly wandering eye. These items in combination lead to the potential of the Marshalls' home life being pulled apart and Hank's career destroyed, both irreparably. —Huggo",United States,"English, French",Tony Richardson,1994.0,1 hour 41 minutes,15,,,
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,"In another retelling of the story by Jack Finney, Marti Malone's traveling with her dad on holiday. At a gas station, a soldier tells her to not sleep, because 'they' get you when you sleep. Once in the base, she and her father see people acting odd, and soon realise they're aliens. —Claudio Carvalho, Rio de Janeiro, Brazil",United States,English,Abel Ferrara,1993.0,1 hour 27 minutes,15,,,
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,"A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist. —Rob Hartill",United States,English,Jennifer Lynch,1993.0,1 hour 47 minutes,18,,,
428,"Bronx Tale, A (1993)",Drama,"The Bronx, New York, 1960. 9-year-old Calogero grows up admiring and fascinated by the local mob boss, Sonny. Calogero's father, Lorenzo, wants to have nothing to do with the mob and does his best to keep his son away from Sonny and mob business. However, it may prove a losing battle. —grantss",United States,"English, Italian",Robert De Niro,1993.0,2 hours 1 minute,Rated R for strong language and several scenes of violence,,,
429,Cabin Boy (1994),Comedy,"Snobby school boy goes left and mistakes the ""Filthy Whore"" for his millionaire dad's yacht. He joins four filthy fishermen for hijinx on the high seas. —Cary Pincus <pincus@aracor.com>",United States,English,Adam Resnick,1994.0,1 hour 20 minutes,Rated PG-13 for crude language,,,
430,Calendar Girl (1993),Comedy|Drama,"Like many adolescent boys, Roy Darpinian had the hots for movie divas, and one in particular was his wet dream as half of America's in the 1950s: Marilyn Monroe. The difference is, one summer holiday he actually decided to enlist his spineless buddies, Scott Foreman and Ned Bleuer, to actually drive all the way to Hollywood and make as many desperate attempts as it takes to meet her or get arrested trying, and no setback or embarrassment (even publicly bare-ass) can stop or distract him. Against all odds, he finally even got a chance to help her... —KGF Vissers",United States,English,John Whitesell,1993.0,1 hour 30 minutes,"Rated PG-13 for nudity, drug content and language",,,
431,Carlito's Way (1993),Crime|Drama,"A Puerto Rican ex-con pledges to stay away from his former drug dealing ways but finds himself being dragged back by his past connections and the naive machinations of his lawyer and best friend. Hoping to raise enough money to get away from New York, Carlito Brigante takes on the job of running a nightclub, renews an affair with a dancer but old associates and old instincts suck him back into a world of violence and mistrust. —Keith Loh <loh@sfu.ca>",United States,"English, Spanish, French",Brian De Palma,1993.0,2 hours 24 minutes,18,,,
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,"City Slickers II begins after the death of Curly. It is Mitch Robbins' 40th birthday and the day is going quite well, until he returns home (after a working at the radio station) and finds his brother Glen, the black sheep of the family, on his sofa. Mitch is about to have a nice birthday-night with his wife when he discovers a treasure map of Curly's by chance. Together with Phil (from the first film) and unfortunately also having to put up with Glen, he tries to find the hidden gold of Curly's father in the desert of Arizona instead of attending a meeting in Las Vegas. The adventurous journey reveals many surprises until everything seems to be over when the map gets lost. —Volker Boehm",United States,English,Paul Weiland,1994.0,1 hour 56 minutes,Rated PG-13 for a comic sex scene and off color humor,gold,treasure,sequel
433,Clean Slate (1994),Comedy,"Maurice L. Pogue (Dana Carvey) is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a ""clean slate"". Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient. —Reid Gagle",United States,English,Mick Jackson,1994.0,1 hour 47 minutes,Rated PG-13 for language,,,
434,Cliffhanger (1993),Action|Adventure|Thriller,"Whilst crossing a ledge, 4000 feet above the earth, Gabe's friend's equipment fails to work and she slips out of his hand, falling to the ground. Almost a year later, Gabe is asked to go back to the same mountain range and rescue a group of 'stranded' people. The only catch is that these so called 'stranded' people are in fact looking for three boxes filled with $100,000,000 and they need a mountain ranger to lead them to them!! —Michael Feller <Reb@magna.com.au>",United States,English,Renny Harlin,1993.0,1 hour 53 minutes,15,,,
435,Coneheads (1993),Comedy|Sci-Fi,"An alien couple known as Beldar and Prymatt with cone-shaped heads from the planet called Remulak is mistakenly ditched on earth, during a scouting mission for planet conquest. While here, they dodge the INS, have a child and discover that life on Earth is quite good. But unfortunately they are being chased by the government who knows something is not quite right with the Conehead family. After they are rescued and taken back to their planet, Beldar vows to return to earth and conquer it. —Anthony Pereyra {hypersonic91@yahoo.com}",United States,English,Steve Barron,1993.0,1 hour 28 minutes,Rated PG for comic nudity and some double entendre humor,,,
436,Color of Night (1994),Drama|Thriller,"Psychologist gives up his practice when he unintentionally pushes a patient to commit suicide. In an effort to come to terms with this tragedy he visits an old colleague who is subsequently murdered. The quest to catch the killer centers around a group of psychologically disturbed patients, however equally as important is an affair which develops between himself and the mysterious Rose. —Anonymous",United States,English,Richard Rush,1994.0,2 hours 1 minute,18,,,
437,Cops and Robbersons (1994),Comedy,"When police discover that a mob hitman has moved in next door to the Robbersons, they want to find out what he is up to. So they set up a stakeout in the Robbersons' home. Hard-nosed, tough-as-nails Jake Stone is assigned to the stakeout. But now it's a question of whether Jake can last long enough to capture the bad guys. The Robbersons want to help so they are driving him crazy. —Brian W Martz <B.Martz@Genie.com>",United States,English,Michael Ritchie,1994.0,1 hour 33 minutes,"Rated PG for mild violence, language and some comic nudity",,,
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,"Buddies Pepper Lewis (Woody Harrelson) and Sonny Gilstrap (Kiefer Sutherland) who are championship rodeo partners travel to New York to find their missing friend, Nacho Salazar Joaquín Martínez after he disappears in New York City to pick up his daughter, Theresa (Cara Buono). When Pepper and Sonny find that neither is anywhere to be found, they go about the wacky adventure of finding Nacho and Theresa, and in the process, test the foundation of their friendship. Along the way, they find themselves entwined in the inner workings of a New York sweat shop where Theresa has been enslaved after traveling to the U.S.A. from Cuba. Going about doing things in a cowboy way, Pepper and Sonny put their small town skills to the test in a big city kind of way and rescue Theresa from the thugs. —Chris Roybal <roybal@juno.com>",United States,English,Gregg Champion,1994.0,1 hour 42 minutes,15,,,
440,Dave (1993),Comedy|Romance,"Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady... —Scott Nisbet <scott_nisbet@hotmail.com>",United States,"English, Spanish",Ivan Reitman,1993.0,1 hour 50 minutes,15,,,
441,Dazed and Confused (1993),Comedy,"It's the last day of school at a high school in a small town in Texas in 1976. The upperclassmen are hazing the incoming freshmen, and everyone is trying to get stoned, drunk, or laid, even the football players that signed a pledge not to. —Jon Reeves <jreeves@imdb.com>",United States,English,Richard Linklater,1993.0,1 hour 43 minutes,18,,,
442,Demolition Man (1993),Action|Adventure|Sci-Fi,"Frozen in 1996, Simon Phoenix, a convicted crime lord, is revived for a parole hearing well into the 21st century. Revived into a society free from crime, Phoenix resumes his murderous rampage, and no one can stop him. John Spartan, the police officer who captured Phoenix in 1996, has also been cryogenically frozen, this time for a crime he did not commit. In 2032, the former cities of Los Angeles, San Diego and Santa Barbara have merged into peaceful, utopian San Angeles. Unable to stop him with their non-violent solutions, the police release Spartan to help recapture Phoenix. Now after 36 years, Spartan has to adapt himself to the future society he has no knowledge about. —Rob Hartill",United States,English,Marco Brambilla,1993.0,1 hour 55 minutes,15,,,
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,"Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the Countess"" (Sir John Hurt), sends her to his ranch in California to shoot a commercial, set against the background of mating whooping cranes. There, she befriends Bonanza Jellybean (Rain Phoenix), one of the cowgirls at the beauty ranch. The cowgirls take command of the ranch from the Countess and drug the cranes with peyote. The Police besiege the ranch. —Pieter van Scherpenberg <mediavis@netland.nl>",United States,"English, German",Gus Van Sant,1993.0,1 hour 46 minutes,Rated R for sexuality and some language,,,
445,Fatal Instinct (1993),Comedy,"A spoof of the late '80s and early '90s suspense thrillers and murder mysteries, including Basic Instinct, Sleeping With The Enemy, and Cape Fear. A cop/attorney (yes he's both) is seduced by a woman while his wife is having an affair with a mechanic. Lots of other subplots and visual gags in the style of Naked Gun. Check the rating. —Rob Hartill",United States,"English, Yiddish",Carl Reiner,1993.0,1 hour 31 minutes,Youth not allowed,,,
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,"""Farewell, My Concubine"" is a movie with two parallel, intertwined stories. It is the story of two performers in the Beijing Opera, stage brothers, and the woman who comes between them. At the same time, it attempts to do no less than squeeze the entire political history of China in the twentieth century into a three-hour timeframe. —Michael Kim <leda@imsa.edu>",China,Mandarin,Kaige Chen,1992.0,2 hours 51 minutes,15,,,
448,Fearless (1993),Drama,"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is racked with grief and guilt since her baby died in the crash which she and Max survived. —Reid Gagle",United States,English,Peter Weir,1993.0,2 hours 2 minutes,18,,,
449,Fear of a Black Hat (1994),Comedy,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",United States,English,Rusty Cundieff,1993.0,1 hour 28 minutes,"Rated R for pervasive strong language, and for sexuality",,,
450,With Honors (1994),Comedy|Drama,"Monty is a student, and when his computer crashes, he's left with only a single paper copy of his thesis. Frightened of losing it, he immediately rushes out to photocopy it, only to stumble and drop it down a grate. Searching the basement of the building, he discovers that it has been found by Simon, a squatter. Simon makes a deal with Monty: for every day's accommodation and food that Monty gives him, he will give a page of the thesis in return. —Murray Chapman <muzzle@cs.uq.oz.au>",United States,English,Alek Keshishian,1994.0,1 hour 41 minutes,15,,,
451,Flesh and Bone (1993),Drama|Mystery|Romance,"Around thirty years after Arlis witnessed his father murdering a family, he runs into Kay, who happens to be the family's baby, who was spared. Kay and Arlis suspect nothing about each other, but when his father returns, old wounds are reopened. —Rob Hartill",United States,English,Steve Kloves,1993.0,2 hours 6 minutes,Youth not allowed,,,
452,Widows' Peak (1994),Drama,"Mrs. Edwina Broome (Natasha Richardson) has just moved into the neighborhood known as ""Widows' Peak"", so called due to the prevalent marital status of the residents, who tend to be a rather exclusive bunch. The residents are all curious about their new neighbor, but no one can seem to get much information about her, including Queen bee Mrs. Doyle-Counihan (Dame Joan Plowright), whose son is busy wooing Edwina. Miss Katherine O'Hare. (Mia Farrow) and Edwina have an immediate dislike for each other, however, and soon some accidental encounters begin to look like Edwina is trying to ruin her new rival. The problems escalate and the town is in an uproar, but they get no closer to solving the mystery of the newcomer. —Ed Sutton <esutton@mindspring.com>",Ireland,"English, Gaelic",John Irvin,1994.0,1 hour 41 minutes,15,,,
453,For Love or Money (1993),Comedy|Romance,"Doug is a young man who works all day as a concierge at a luxurious hotel, saving money to make his own business. Unfortunately, when he finds the financial supporter he needs, he discovers that his ""savior"" is having an affair with the woman he loves. Now, he must choose between money and love. —Chris Makrozahopoulos <makzax@hotmail.com>",United States,English,Barry Sonnenfeld,1993.0,1 hour 36 minutes,12,,,
454,"Firm, The (1993)",Drama|Thriller,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan... —Mark Harding <mah@imdb.com>",United States,English,Sydney Pollack,1993.0,2 hours 34 minutes,18,,,
455,Free Willy (1993),Adventure|Children|Drama,"Fishermen separate a young orca whale (Willy) from his parents and he ends up in a fish bowl at a marina. Meanwhile, a street kid runs afoul of the law and gets caught vandalising the marina, but his social worker gets him off the hook (so to speak) provided he cleans up his mess at the marina. While there, he befriends the whale and teaches him tricks, something the trainer hasn't been able to do. But when Willy is a dud in front of the audience, the marina owner plans some bad things, and the boy and his friends must try to (*** MAJOR SPOILERS ***) free Willy. —Ed Sutton <esutton@mindspring.com>",United States,English,Simon Wincer,1993.0,1 hour 52 minutes,All,,,
456,Fresh (1994),Crime|Drama|Thriller,"Fresh (Sean Nelson) is a 12-year-old drug dealer who finds himself trapped in a web of poverty, corruption and racial tension in Brooklyn, New York. When his drug-addict sister Nichole (N'Bushe Wright) starts sleeping with local drug lord Esteban (Giancarlo Esposito), Fresh calls upon the skills he learned playing chess with his alcoholic father and speed-chess champion Sam (Samuel L. Jackson) and devises a complex strategy that will free both himself and his sister. —heem857",United States,"English, Spanish",Boaz Yakin,1994.0,1 hour 54 minutes,"Rated R for intense, realistic depiction of urban violence, and for drug content, pervasive language, and some sexuality",,,
457,"Fugitive, The (1993)",Thriller,"A well respected Chicago surgeon Dr. Richard Kimble has found out that his wife, Helen, has been murdered ferociously in her own home. The police found Kimble and accused him of the murder. Then, Kimble (without Justifiable Reason) was tried, convicted, and sentenced to death. However, on the way to prison, Kimble's transport crashed. Kimble escapes and is now on the run. Deputy Samuel Gerard from Chicago takes charge of the chase of Kimble. Meanwhile, Kimble takes up his own investigation to find who really killed his wife, and to lure Gerard and his team into it as well. —John Wiggins",United States,"English, Polish, Spanish",Andrew Davis,1993.0,2 hours 10 minutes,15,,,
458,Geronimo: An American Legend (1993),Drama|Western,"The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, while reclaiming what is rightfully theirs. —Rob Hartill",United States,"English, Apache languages",Walter Hill,1993.0,1 hour 55 minutes,12,,,
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison. —Lars J. Aas <larsa@colargol.edb.tih.no>",United States,English,Roger Donaldson,1994.0,1 hour 55 minutes,18,,,
460,Getting Even with Dad (1994),Comedy,"Ray, an ex-con and widower, is planning a coin heist with two accomplices to help him to buy his own bakery. However, he doesn't expect his son Timmy, who was living with Ray's sister, to show up at the house right in the middle of planning. Timmy is ignored and Ray and his buddies pull off the heist. Timmy gets his father's attention by stealing the coins and hiding them. To get them back, his father must take him to a number of different places and treat him like he enjoys his presence. They grow fond of each other but Timmy won't stay with his dad unless he gives up the coins. —<ToMWoo@Aol.com>",United States,English,Howard Deutch,1994.0,1 hour 49 minutes,All,,,
461,Go Fish (1994),Drama|Romance,"Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging? —Reid Gagle",United States,English,Rose Troche,1994.0,1 hour 23 minutes,Rated R for strong sexuality and sexual dialogue,,,
464,Hard Target (1993),Action|Adventure|Crime|Thriller,"Natasha Binder comes to New Orleans looking for her father, who has gone missing. In doing so, she meets a very hard man called Chance. He helps her find out that her father was killed by an organisation who sell the opportunity to hunt human prey. They are taking advantage of a police strike in New Orleans. Will the Muscles from Brussels win through? —John Hartnup <hartnupj@cs.aston.ac.uk>",United States,"English, French",John Woo,1993.0,1 hour 37 minutes,18,,,
466,Hot Shots! Part Deux (1993),Action|Comedy|War,"Topper Harley is found working as an odd-job-man in a monastery. The CIA wants him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm. The President is Tug Benson, who also likes to be in on the action. Basically, it's a send-up of all the big shoot-em-up Rambo/Robocop/T2/Commando-type movies. —Rob Hartill",United States,English,Jim Abrahams,1993.0,1 hour 26 minutes,15,,,
467,Live Nude Girls (1995),Comedy,"Georgina throws a sleepover party for her friend Jamie, a moderately successful actress, on the night of Jamie's fiancé's bachelor party. Jill, Jamie, Marcy, Rachel, and Georgina have been friends since childhood, and as the evening progresses they talk about a variety of topics: Georgina's heterosexual fantasies and her uncertainties about Chris, her live-in lover; Jamie's doubts and insecurities about marriage; and all of their attitudes toward sex and sexual fantasies. —James Meek <james@oz.net>",United States,English,Julianna Lavin,1995.0,1 hour 35 minutes,Rated R for graphic sexual dialogue and scenes of sexuality,,,
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,"Two English cartographers visit the small South Wales village of Ffynnon Garw, to measure what is claimed to be the ""first mountain inside of Wales"". It's 1917, and the war in Europe continues. The villagers are very proud of their ""mountain"", and are understandably disappointed and furious to find that it is in fact a ""hill"". Not to be outwitted by a rule (and the Englishmen who enforce it), the villagers set out to make their hill into a mountain, but to do so they must keep the English from leaving, before the job is done. —Rob Hartill",United Kingdom,"English, Welsh",Christopher Monger,1995.0,1 hour 39 minutes,Rated PG for mild language,,,
469,"House of the Spirits, The (1993)",Drama|Romance,"In mid-20th-century, the impoverished Esteban marries Clara and they have a daughter, Blanca. Esteban works hard and eventually has enough money to buy a hacienda, and he eventually becomes a local patriarch. He becomes very conservative and is feared by his workers. When Blanca grows up, she falls in love with a young revolutionary, Pedro, who urges the workers to fight for socialism. It is unavoidable that Pedro and Esteban are pitted against each other. Esteban tries to stop the love affair between Pedro and his daughter by all means possible, but soon Blanca becomes pregnant and has a daughter. The void between father and daughter seems unbridgeable when Blanca moves in with Pedro. —Mattias Thuresson",Germany,"English, Spanish, French",Bille August,1993.0,2 hours 25 minutes,18,,,
470,House Party 3 (1994),Comedy,"Come to a new House Party, where Kid, after a lifetime 'playing the field', falls in love and is about to get married. 'Play' plans to throw the rockin'est bachelor party ever - until 'Kid's' three wise-crackin' nephews come to town, intent on showing 'Kid' and 'Play' what parties are all about... —Michael Oglesby <cockney@bigfoot.com>",United States,English,Eric Meza,1994.0,1 hour 40 minutes,Rated R for strong language and some strong sexuality,,,
471,"Hudsucker Proxy, The (1994)",Comedy,"When Waring Hudsucker, head of hugely successful Hudsucker Industries, commits suicide, his board of directors, led by Sidney Mussberger, comes up with a brilliant plan to make a lot of money: appoint a moron to run the company. When the stock falls low enough, Sidney and friends can buy it up for pennies on the dollar, take over the company, and restore its fortunes. They choose idealistic Norville Barnes, who just started in the mail room. Norville is whacky enough to drive any company to ruin, but soon, tough reporter Amy Archer smells a rat and begins an undercover investigation of Hudsucker Industries. —Reid Gagle",United Kingdom,English,Joel Coen,1994.0,1 hour 51 minutes,15,,,
472,I'll Do Anything (1994),Comedy|Drama,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on him, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family versus career in a particularly difficult way. —Reid Gagle",United States,English,James L. Brooks,1994.0,1 hour 55 minutes,All,,,
