movieId,title_x,genres,year,era,title_y,tag,tag_vector
945,Top Hat,Comedy Musical Romance,1935.0,G,Top Hat,'Astaire and Rogers',"[-0.23147832 -0.42067847 -0.42478976 -0.28701758  0.81689155  0.6901043
  1.1390102   1.7031255   0.07483544  0.16241975 -0.8413794   0.81954515
 -0.02272814 -0.16150752 -1.0937929  -0.12392675  0.3149371  -0.85063195
 -0.07545222 -0.16253734]"
947,My Man Godfrey,Comedy Romance,1936.0,G,My Man Godfrey,"'homeless', 'screwball', 'butler'","[-0.01349927  0.03040966  0.03418232  0.013577   -0.03054599  0.01900303
  0.03773124  0.04726932 -0.04985622  0.03365792  0.01034179 -0.0276264
  0.03683615  0.04542392  0.00577242 -0.02499037  0.02470899 -0.03946005
  0.04524979 -0.01470218]"
948,Giant,Drama Romance Western,1956.0,G,Giant,'oil',"[ 0.01979003  0.03340496  0.03251054 -0.00271782 -0.01582021  0.02656802
  0.02542825  0.01146219 -0.03979472 -0.00377637 -0.03702169  0.00633342
  0.03361063  0.04207546  0.04940866 -0.02685146  0.03125294 -0.02636492
 -0.03238744  0.03946161]"
950,"Thin Man, The",Comedy Crime,1934.0,G,"Thin Man, The",'Nick and Nora Charles',"[-0.02826853 -0.1633038   1.1987653  -0.8371721   0.22827064  1.8086766
  0.8488935   0.43151778 -0.5812578   1.0454578  -1.7157344   0.24282311
  0.96022666  0.85094404  0.12599526  0.16519263 -0.7427071  -0.39010078
  0.00778951  0.18120451]"
951,His Girl Friday,Comedy Romance,1940.0,G,His Girl Friday,'Screwball',"[-0.0172201  -0.0142048  -0.01970312 -0.00488561  0.02462881 -0.02319669
 -0.04824582 -0.03608374 -0.00921932 -0.04594741  0.02822593  0.01236458
  0.01101391  0.04530647 -0.03814312 -0.01772312  0.03224043  0.04786844
  0.02627767  0.01821595]"
952,Around the World in 80 Days,Adventure Comedy,1956.0,G,Around the World in 80 Days,'race',"[ 0.04604651  0.02425417 -0.0456301   0.03876742 -0.02520215 -0.03550448
 -0.00863694  0.0418165   0.00371112  0.0112972  -0.02202102  0.03198906
  0.01877171 -0.01842396  0.04445501  0.02868176  0.02824637  0.00821025
  0.01742702  0.00705559]"
953,It's a Wonderful Life,Children Drama Fantasy Romance,1946.0,G,It's a Wonderful Life,'Christmas',"[-0.02380733  0.02735479  0.04798014 -0.02327328 -0.0043476  -0.00149518
 -0.02737535  0.00664102 -0.03207137 -0.02349958  0.01577738 -0.02768312
  0.0429116  -0.00281426 -0.01723874 -0.03192524 -0.00903855  0.00427292
 -0.00232573 -0.01037297]"
954,Mr. Smith Goes to Washington,Drama,1939.0,G,Mr. Smith Goes to Washington,'Politics',"[ 0.0280815   0.03938337 -0.0117039  -0.04420247  0.00217035  0.04584211
  0.0006348  -0.03035244 -0.02100792  0.03372906  0.02634231  0.04128873
 -0.01905061  0.02234778 -0.01316918  0.00373592 -0.00431893  0.00083306
 -0.03462099  0.02978206]"
955,Bringing Up Baby,Comedy Romance,1938.0,G,Bringing Up Baby,"'screwball', 'leopard'","[-0.02881522  0.0102586  -0.02844532 -0.02306526 -0.02460327 -0.02334762
  0.04110024  0.00610818  0.03121956  0.02625831  0.03264911 -0.00185637
 -0.04073661 -0.03078592 -0.01442819 -0.0242667   0.0467683   0.01672613
  0.02442886  0.00726786]"
956,Penny Serenade,Drama Romance,1941.0,G,Penny Serenade,'adoption',"[-0.03016365  0.03868367  0.00666078  0.0271484  -0.03062693  0.04259967
 -0.04611505 -0.0326398  -0.04336036 -0.03287512  0.01927451  0.0062162
 -0.03787582  0.02100635  0.02816028  0.00544208  0.03138242 -0.04123552
  0.00687181 -0.02236405]"
965,"39 Steps, The",Drama Mystery Thriller,1935.0,G,"39 Steps, The",'fugitive',"[ 0.02071533 -0.01976492 -0.01381666  0.04993086 -0.01413527  0.01823135
  0.0070267  -0.01145132 -0.00642542  0.00293674  0.02113658  0.00704653
  0.03264337  0.04201404 -0.01117024  0.01858047  0.03082746 -0.0408219
 -0.03639851  0.04843201]"
968,Night of the Living Dead,Horror Sci-Fi Thriller,1968.0,G,Night of the Living Dead,'zombies',"[ 0.00681722  0.00786139 -0.02008455  0.01549689 -0.01283634  0.02309436
 -0.00044052 -0.01594937 -0.00563105  0.04591053  0.0074996   0.01084599
 -0.02445044 -0.01165984 -0.04427616 -0.0423737  -0.03273162  0.0296599
  0.04780647  0.02119252]"
969,"African Queen, The",Adventure Comedy Romance War,1951.0,G,"African Queen, The",'missionary',"[ 0.01395606 -0.04197529  0.01983287 -0.01926871 -0.02471221 -0.00029234
 -0.01519783 -0.02839593  0.04585483 -0.02346553  0.00232448  0.0459747
 -0.00885934  0.04780799 -0.00653349 -0.03702312 -0.02026901 -0.00082957
 -0.0182623  -0.04033594]"
970,Beat the Devil,Adventure Comedy Crime Drama Romance,1953.0,G,Beat the Devil,'crime',"[ 0.02833826 -0.01792834  0.04168276 -0.03324531 -0.03539152 -0.04262208
 -0.0176395  -0.00796813  0.00319003  0.02372131 -0.00687234 -0.0009704
 -0.04612433 -0.01284722 -0.02902313  0.02339006 -0.01643916  0.00896767
  0.01531018  0.00815259]"
971,Cat on a Hot Tin Roof,Drama,1958.0,G,Cat on a Hot Tin Roof,'Tennessee Williams',"[ 0.3194209  -0.13442378 -0.14973326 -0.33764866  1.8335136  -0.36993632
  0.1320117   0.85922253 -0.557715    0.6404057  -0.33498123  0.13302726
 -0.19577391  1.0390735  -1.1018271  -0.72751594  0.49996862  0.11992668
  0.46634284 -0.88777965]"
973,Meet John Doe,Comedy Drama,1941.0,G,Meet John Doe,'journalism',"[ 0.00172834 -0.00711082 -0.00635728 -0.01424657  0.02639186 -0.0385494
  0.00774406 -0.00916811 -0.03523821 -0.00942312 -0.02084373  0.01124998
 -0.01011295 -0.03719424 -0.00894833 -0.00605134 -0.03974182 -0.03002672
  0.01341793 -0.04040483]"
976,"Farewell to Arms, A",Romance War,1932.0,G,"Farewell to Arms, A",'Hemingway',"[ 0.00235483  0.04369381 -0.03757653  0.0430515   0.0249629   0.01708848
  0.02616883  0.02761203 -0.01348424  0.03480097  0.0286797  -0.0337078
  0.01066139  0.03026411 -0.04642399  0.00028958  0.00078459  0.03785691
 -0.02913482  0.0351597 ]"
986,Fly Away Home,Adventure Children,1996.0,B,Fly Away Home,'Animal movie',"[ 0.4203009   0.13352111 -0.6767359  -0.7951175   0.21136877  0.93581104
  0.6158328   0.6492689  -0.6608543   0.4375324  -0.3774617   0.2764497
  0.31446096  0.5476882   0.11440784 -1.248211    0.228645    0.11585194
 -0.18697608  0.4229874 ]"
991,Michael Collins,Drama,1996.0,B,Michael Collins,'Ireland',"[ 4.6451829e-02  2.6094269e-02 -2.5383204e-02 -8.2336487e-03
 -3.4113687e-02  4.0754538e-02  4.2024761e-02 -4.5498658e-02
 -2.1714371e-02  1.7963160e-02 -3.3423893e-02  2.4471682e-02
  2.1714550e-02 -2.8769618e-02  4.8232280e-02  3.5742231e-02
  6.7836045e-05 -1.4594192e-02 -3.7527896e-02  3.1002974e-02]"
994,Big Night,Comedy Drama,1996.0,B,Big Night,'food',"[ 0.0365213  -0.02697031 -0.02091083 -0.04828134  0.00813054  0.03717173
 -0.00501969 -0.02354187 -0.04963638 -0.0271728   0.02135013  0.04233232
 -0.04190426 -0.00301286 -0.0051203   0.00220161 -0.0417827  -0.01563824
 -0.03164926 -0.03826875]"
1006,"Chamber, The",Drama,1996.0,B,"Chamber, The","'death penalty', 'John Grisham'","[-1.4681801  -0.09576852  0.88268    -1.0022501   0.18820128  0.0373797
  1.7547917   0.31250113 -1.294136    0.12158895 -1.1046783  -0.24035157
  0.43863112  1.4148113  -1.1628824  -0.7716402   0.20297384 -0.9156759
  0.49388835 -0.01076685]"
1010,"Love Bug, The",Children Comedy,1969.0,G,"Love Bug, The","'Disney', 'race'","[-0.04102755 -0.03043008 -0.00804507 -0.00163395  0.02863542  0.04743754
 -0.02042116  0.00800389 -0.04410748 -0.02826931 -0.00063127 -0.02519343
  0.04972101  0.0459051  -0.03244018 -0.02315683 -0.04401384 -0.02660304
 -0.00124581 -0.02883117]"
1013,"Parent Trap, The",Children Comedy Romance,1961.0,G,"Parent Trap, The",'twins',"[ 0.0239243  -0.01841315 -0.03461495 -0.02193402 -0.03259192 -0.00822868
  0.02625559  0.01965963 -0.03357012 -0.01553344 -0.03903997  0.01517645
 -0.01924058 -0.00336141  0.04843333 -0.04689728 -0.03473731 -0.0433773
  0.03707737 -0.03004535]"
1022,Cinderella,Animation Children Fantasy Musical Romance,1950.0,G,Cinderella,'Disney',"[ 0.01651491  0.01928465  0.04803862  0.03740197 -0.00773303  0.03586622
  0.00301694  0.03139908 -0.04844082 -0.04996039 -0.03832055 -0.00199766
 -0.02409356  0.036148    0.02998243 -0.03762689 -0.0262467  -0.04946002
  0.02510237  0.00562841]"
1025,"Sword in the Stone, The",Animation Children Fantasy Musical,1963.0,G,"Sword in the Stone, The","'King Arthur', 'Disney'","[ 0.21078427 -0.5607738   1.2073077  -1.3431469   0.9598747   0.27609164
  0.19454092  0.96574306  0.37833872  0.4921727  -0.01728459  0.6300585
  1.2902962   0.69993794 -0.26651156 -0.67057484  1.3166723   0.22034113
  0.36184508 -0.31680334]"
1028,Mary Poppins,Children Comedy Fantasy Musical,1964.0,G,Mary Poppins,"'nanny', 'Disney'","[ 0.01404561 -0.0223973  -0.00372126 -0.04709329 -0.03454013  0.02334257
  0.01571236 -0.04876743  0.00993822  0.01045598  0.00433933 -0.02294894
 -0.01267825 -0.01650441  0.03006066 -0.00630409 -0.0422025  -0.0469595
 -0.01460014 -0.00803815]"
1029,Dumbo,Animation Children Drama Musical,1941.0,G,Dumbo,'Disney',"[-0.04903146 -0.00741035  0.02350841  0.04394085 -0.01774784  0.01707331
  0.02905983 -0.03611633 -0.01667038  0.00354644  0.02972732  0.0099645
 -0.01614956 -0.03631769 -0.03845382  0.00995985 -0.02463775  0.01390628
 -0.00914189 -0.02670412]"
1030,Pete's Dragon,Adventure Animation Children Musical,1977.0,N,Pete's Dragon,'Disney',"[-0.04573875  0.04673672  0.01571093 -0.01496175 -0.00668789  0.04609516
 -0.03586303 -0.01416084 -0.02723683 -0.03859195 -0.02566993  0.00384321
  0.00172992  0.03007955  0.00026218 -0.01178816 -0.00212587  0.04027318
  0.04124581 -0.04093108]"
1032,Alice in Wonderland,Adventure Animation Children Fantasy Musical,1951.0,G,Alice in Wonderland,'Disney',"[ 0.04039218 -0.01264409 -0.04975757  0.02889792  0.04709315 -0.02706046
 -0.04177467  0.02069477 -0.01123868 -0.02084537  0.02209004 -0.01190736
 -0.04704313 -0.01904516  0.03425726 -0.00946238  0.00887544 -0.02037807
  0.03231503 -0.04858099]"
1033,"Fox and the Hound, The",Animation Children Drama,1981.0,N,"Fox and the Hound, The",'Disney',"[ 0.02435594  0.01620078  0.02515846  0.02853739  0.02696781 -0.01215137
 -0.00354215  0.01759607 -0.04897714 -0.02894512 -0.02282608 -0.02175144
 -0.01713515  0.03370532 -0.00696988 -0.03473758 -0.04167824 -0.03398532
 -0.00338147 -0.00260117]"
1035,"Sound of Music, The",Musical Romance,1965.0,G,"Sound of Music, The",'Rogers and Hammerstein',"[ 0.25633693 -0.6350063   0.8267978  -1.0133535   1.915837    0.22963206
 -0.81036574  0.73175436 -0.37639955  0.28856796 -1.3126261   0.27526337
  0.6967927  -0.5117344  -0.47380003 -0.3389764   0.03558748 -0.06652272
 -0.5613813  -0.64247626]"
1041,Secrets & Lies,Drama,1996.0,B,Secrets & Lies,'In Netflix queue',"[-0.30787134 -0.04574492  0.51735026 -0.29491657  0.669583    0.33258113
  0.1950257   0.73518795 -0.5863728   0.36080623 -0.38827318  0.00659484
  0.50891024  0.31812906  0.0174999  -0.5570754   0.15081868  0.2708817
 -0.1922873   0.5251458 ]"
1042,That Thing You Do!,Comedy Drama,1996.0,B,That Thing You Do!,'Music',"[ 0.02988347  0.00323398  0.00913213 -0.00900822 -0.0089304  -0.00511911
  0.00462964 -0.02612912  0.04238284 -0.00170923  0.01191477  0.02945626
 -0.03156934  0.02662257 -0.03016313 -0.01435897  0.02304504 -0.00904456
  0.00140665  0.0114617 ]"
1059,William Shakespeare's Romeo + Juliet,Drama Romance,1996.0,B,William Shakespeare's Romeo + Juliet,"'updated classics', 'Leonardo DiCaprio', 'shakespeare', 'Amazing Cinematography', 'Shakespeare'","[-0.5017247  -0.41237828 -0.26648983 -0.21879649  0.5959834   0.6925186
  0.7341663   1.7752086  -2.0088127   0.14571044  0.1699146  -0.359554
  1.9933503   1.1052705  -1.445439   -0.35068774  0.5303329  -1.596676
  1.0498661   1.2497087 ]"
1066,Shall We Dance,Comedy Musical Romance,1937.0,G,Shall We Dance,'Astaire and Rogers',"[-0.26725617 -0.38187042 -0.38926548 -0.29402778  0.7974608   0.7121428
  1.0751332   1.6739323   0.06978105  0.13338596 -0.8049097   0.81554955
 -0.03628751 -0.19164851 -1.0484377  -0.09730307  0.36126572 -0.84972215
 -0.05888366 -0.11685205]"
1068,Crossfire,Crime Film-Noir,1947.0,G,Crossfire,'anti-Semitism',"[-0.03154732  0.02277228  0.00595421  0.01469154 -0.04568952  0.04433175
 -0.04901693 -0.01348588  0.04466103 -0.04030626  0.01131586  0.04002211
 -0.00599724 -0.01941388 -0.00365981 -0.01744338  0.04863835  0.0096252
  0.01573465 -0.0168629 ]"
1076,"Innocents, The",Drama Horror Thriller,1961.0,G,"Innocents, The",'governess',"[-0.01655701  0.00523928 -0.02808726 -0.00634948  0.04173667  0.03730386
 -0.01810573 -0.04150347  0.02203535  0.01091188 -0.02947802  0.04512043
 -0.03103157  0.01023882  0.02127221 -0.04713626 -0.03229198 -0.00612375
 -0.04626917  0.03011661]"
1079,"Fish Called Wanda, A",Comedy Crime,1988.0,N,"Fish Called Wanda, A",'fish',"[ 0.01740977 -0.04353567  0.01139958  0.02290356 -0.0132814   0.04123859
  0.03373265 -0.01249559 -0.02321514 -0.03111617  0.04710918 -0.04428852
  0.03033971  0.04215498 -0.01081776 -0.02995269 -0.02806572  0.03704039
 -0.04138561  0.01760831]"
1080,Monty Python's Life of Brian,Comedy,1979.0,N,Monty Python's Life of Brian,"'parody', 'Bible', 'religion'","[ 0.00242884  0.01619979 -0.03124035  0.03205143  0.02546857 -0.0281674
  0.0341702  -0.0114633   0.0058493   0.04733029 -0.02411484 -0.04907666
 -0.01285128  0.00432865 -0.03479519  0.04679809 -0.042854   -0.01092211
  0.0438846  -0.01581017]"
1081,Victor/Victoria,Comedy Musical Romance,1982.0,N,Victor/Victoria,'cross dressing',"[ 0.7685092   0.13275756 -0.12886903 -1.4150788   0.22566856  0.33194536
  0.7316406   0.78208363 -0.5524385   1.0252947  -0.0213077   0.8014176
  0.66828007  0.2535369  -0.54010844 -0.02043628  0.76527685 -1.693389
 -0.3449443   0.18841872]"
1082,"Candidate, The",Drama,1972.0,N,"Candidate, The",'politics',"[ 4.0528648e-02 -2.7218658e-02 -2.5847435e-03  7.6634227e-03
  2.7477740e-06  2.8614074e-02 -3.4847356e-02 -1.6179401e-02
  3.5026126e-02 -4.2615287e-02 -2.7047252e-02 -2.3183256e-02
  4.5202363e-02 -8.3751623e-03  1.3434207e-02 -3.2367218e-02
  4.2510808e-02  3.9802879e-02  3.6037564e-03  3.0079961e-03]"
1084,Bonnie and Clyde,Crime Drama,1967.0,G,Bonnie and Clyde,"'1920s', 'gangsters'","[-0.02965533  0.04063227 -0.01859393 -0.003172   -0.00203676  0.03320127
 -0.03016248 -0.01613075 -0.02404075  0.00845164  0.00254875  0.00276371
 -0.03842201 -0.03252821  0.02466781 -0.02361326  0.03856464  0.0251845
  0.02365227  0.037023  ]"
1088,Dirty Dancing,Drama Musical Romance,1987.0,N,Dirty Dancing,"'music', 'dance'","[ 0.0024312   0.04838344  0.03486632  0.00062141  0.04533603 -0.00924075
 -0.02889822 -0.01955    -0.04043972 -0.0389424   0.02865706 -0.03374971
 -0.04932155 -0.04001063 -0.01121328 -0.03696478 -0.00436194 -0.03519709
 -0.04103292  0.03679683]"
1089,Reservoir Dogs,Crime Mystery Thriller,1992.0,B,Reservoir Dogs,"'heist', 'neo-noir', 'religion', 'nonlinear', 'Tarantino', 'ensemble cast', 'Quentin Tarantino', 'stylized', 'humorous', 'violence'","[-0.14385462 -1.3891014  -0.6058248  -1.3746669   1.4649037   0.2386216
 -0.7693796   0.8296085   0.21365778  1.03287    -2.0855875   0.34962597
 -0.07828766 -0.5876225  -1.5010256  -0.82905287  0.3860555  -1.2173802
  0.44143558  0.740561  ]"
1090,Platoon,Drama War,1986.0,N,Platoon,'Vietnam',"[-0.04209923 -0.01720869  0.02837404  0.03685592  0.04072286  0.04694252
 -0.04574462  0.036611   -0.00030391 -0.01905426 -0.02344812  0.02177915
  0.0119933   0.0244774   0.0451205  -0.03820641  0.03048184  0.00812978
  0.00682322  0.01237219]"
1093,"Doors, The",Drama,1991.0,B,"Doors, The","'music', '1960s', 'Jim Morrison'","[ 0.9632945   0.01474224  0.3385838  -0.528174    1.2418799   0.00413036
  0.73394585  0.1441681  -0.77696645  0.23914112 -0.7757202   1.3099519
  1.2688435   0.32584184 -0.11912954  0.5753124  -0.06052291 -0.28053734
 -0.64797854  1.1295965 ]"
1096,Sophie's Choice,Drama,1982.0,N,Sophie's Choice,'Holocaust',"[ 0.04939259  0.03393363 -0.00206248 -0.03588461 -0.04571025 -0.00087337
 -0.03675438 -0.00135114 -0.02872174  0.04391005  0.04305301 -0.0322938
  0.04802464  0.03696321 -0.01205369  0.03551672  0.01536748  0.04004237
 -0.04114676  0.03195435]"
1097,E.T. the Extra-Terrestrial,Children Drama Sci-Fi,1982.0,N,E.T. the Extra-Terrestrial,'aliens',"[-0.02041616 -0.04875248 -0.00235245  0.04659303 -0.04780198  0.02903396
 -0.01312811  0.03262077 -0.04051487  0.01501445 -0.03743492 -0.0264906
  0.0326275   0.02628701  0.03864742  0.04670134  0.04842174 -0.00141115
  0.04166294  0.02492696]"
1101,Top Gun,Action Romance,1986.0,N,Top Gun,"'Navy', 'predictable'","[-0.04983005 -0.00278966 -0.03146253 -0.04786744  0.03553327 -0.04670792
 -0.03120924 -0.02970131  0.01599004 -0.01486776  0.03727474 -0.04961412
  0.02384989 -0.01945892 -0.0108152   0.04012515 -0.00173073 -0.02702944
  0.0417587   0.01900711]"
1103,Rebel Without a Cause,Drama,1955.0,G,Rebel Without a Cause,"'adolescence', '1950s'","[ 0.03438745 -0.03461782 -0.01337638  0.00755587 -0.022417   -0.00565012
 -0.04228038  0.02592456  0.04955988  0.02445866 -0.02770195  0.03676394
  0.03538045 -0.03636145  0.03409733  0.03314047  0.01432002  0.0085649
 -0.02267036 -0.0433623 ]"
1104,"Streetcar Named Desire, A",Drama,1951.0,G,"Streetcar Named Desire, A",'Tennessee Williams',"[ 0.3218432  -0.21142629 -0.22952066 -0.39135528  1.7720164  -0.30882418
  0.18159646  0.7894175  -0.5299332   0.63748294 -0.3265715   0.16044603
 -0.25133017  1.0566955  -1.0627254  -0.7229172   0.5854011   0.08533099
  0.39243937 -0.8686868 ]"
1120,"People vs. Larry Flynt, The",Comedy Drama,1996.0,B,"People vs. Larry Flynt, The",'freedom of expression',"[-0.41127282 -0.5368725  -0.11339267 -0.9106678   0.03940979 -0.00798793
 -0.25779518  0.5944573  -1.5681751  -0.10807799 -1.0041832   1.1554408
  0.78645635  0.96365607 -1.031805   -0.19691274 -0.66529655  0.07276135
  0.0902909   1.0732551 ]"
1124,On Golden Pond,Drama,1981.0,N,On Golden Pond,'aging',"[ 0.01637744 -0.03800105 -0.04417257  0.03030362  0.022343   -0.00693625
  0.04717301 -0.02340757  0.02761726 -0.02747859 -0.00025267  0.01147877
 -0.02823746 -0.04956774 -0.02370075  0.03573813 -0.03139112 -0.03577436
 -0.03830901  0.01569897]"
1125,"Return of the Pink Panther, The",Comedy Crime,1975.0,N,"Return of the Pink Panther, The",'Clousseau',"[-0.03168485  0.02598102 -0.04360132 -0.02264357  0.02835996  0.01589615
  0.01992006  0.01607439  0.03174105 -0.00386408  0.04100502  0.04142423
 -0.00020419  0.03903364 -0.04312236  0.01380606 -0.0300207   0.02186388
  0.02206537  0.02106741]"
1135,Private Benjamin,Comedy,1980.0,N,Private Benjamin,'military',"[-0.01820154 -0.02030087  0.04398585  0.03344925  0.01209002  0.04078766
 -0.01588636  0.00492696  0.04744949  0.01300966 -0.04039758 -0.04901138
  0.00944095  0.00892185 -0.02601483 -0.02822654 -0.01408467 -0.00866899
 -0.04099463  0.04477103]"
1136,Monty Python and the Holy Grail,Adventure Comedy Fantasy,1975.0,N,Monty Python and the Holy Grail,"'England', 'King Arthur', 'british comedy', 'Monty Python'","[ 0.50845706 -0.04779518  1.1000497  -1.8086573   1.2454505   0.7714192
  0.81761134  1.4836781   0.62213945  0.3428655   0.00236532 -0.00604721
  1.2486823   0.94955707 -0.43631536 -0.06163026  2.057551    0.42359307
  0.8350072   0.09660545]"
1147,When We Were Kings,Documentary,1996.0,B,When We Were Kings,"'In Netflix queue', 'boxing'","[-0.21783936 -0.05315828  0.51885927 -0.30732587  0.7299506   0.28996623
  0.27474576  0.7365539  -0.53495145  0.48315886 -0.41500962  0.02277676
  0.42856026  0.2900147  -0.09100109 -0.5267575   0.21198764  0.16838506
 -0.07082383  0.40090656]"
1148,Wallace & Gromit: The Wrong Trousers,Animation Children Comedy Crime,1993.0,B,Wallace & Gromit: The Wrong Trousers,'Aardman',"[-0.03473382  0.00776189 -0.00379829  0.01688538 -0.0463425   0.00229573
 -0.04435037  0.01587912 -0.04338568  0.01214398 -0.01389412  0.03317454
 -0.03980815  0.03900927  0.03444632 -0.012235    0.01167514 -0.04773978
 -0.00790004  0.00173047]"
1171,Bob Roberts,Comedy,1992.0,B,Bob Roberts,'politics',"[-0.03375332  0.04947703 -0.03996943  0.02321661  0.04391827 -0.04989485
  0.01848371 -0.00231687  0.02506376 -0.0306968  -0.03562396  0.04189761
 -0.01886067 -0.01069582  0.04854582  0.01816121 -0.03047187 -0.02083902
 -0.0351493   0.00481731]"
1177,Enchanted April,Drama Romance,1992.0,B,Enchanted April,'Italy',"[-0.01273713  0.02178115  0.03070567  0.01572274  0.00355311  0.03525321
 -0.02150266  0.01480029  0.03987474  0.01090526  0.03870729  0.00589765
  0.00756243 -0.03726029  0.00491897 -0.03405412 -0.01134714  0.02350002
  0.00025253 -0.0471263 ]"
1178,Paths of Glory,Drama War,1957.0,G,Paths of Glory,"'military', 'court'","[-0.02077177  0.00057701 -0.01844565  0.03799798 -0.03895633  0.01789474
  0.01361654  0.01812379 -0.00161383 -0.0389009  -0.03290238 -0.00234187
  0.01852127  0.01528104  0.01678808 -0.00079234  0.02866014 -0.01061587
  0.02955064 -0.03883027]"
1179,"Grifters, The",Crime Drama Film-Noir,1990.0,B,"Grifters, The",'crime',"[ 0.00743889 -0.03664941  0.04682676  0.04600397 -0.00648605  0.03234945
 -0.04400031 -0.03044036  0.01443002 -0.00146245  0.04478122 -0.04412071
 -0.00448093  0.02220102  0.03810897  0.04027485 -0.02152121  0.02774562
  0.01996247 -0.00738633]"
1183,"English Patient, The",Drama Romance War,1996.0,B,"English Patient, The",'adultery',"[ 0.0001992   0.03020466  0.01409919  0.03707203  0.02426797 -0.00135084
  0.00575315 -0.01787781  0.04415007  0.00229977  0.03666817  0.03228598
  0.01125791 -0.00829648 -0.02877268 -0.0261667  -0.04542177  0.04877614
 -0.02525435 -0.02978661]"
1185,My Left Foot,Drama,1989.0,N,My Left Foot,'In Netflix queue',"[-0.2634302   0.04932413  0.49884683 -0.30377743  0.6850174   0.3121937
  0.2466208   0.68334454 -0.47649616  0.4764488  -0.33246443  0.03634606
  0.4395852   0.29399246  0.00440471 -0.5764685   0.1752404   0.21403809
 -0.13150026  0.5277426 ]"
1187,Passion Fish,Drama,1992.0,B,Passion Fish,'disability',"[ 0.02435229 -0.0398156  -0.03957243 -0.03411381 -0.03046653 -0.01079968
  0.02594075 -0.00405749 -0.01374524  0.00569398  0.02538442 -0.03550379
  0.00264658  0.02593333  0.00524753  0.00704048 -0.00857239  0.03410735
  0.02058076 -0.03208717]"
1188,Strictly Ballroom,Comedy Romance,1992.0,B,Strictly Ballroom,"'Australia', 'dance'","[ 0.0223411   0.03698392 -0.00089028  0.01912677 -0.02626063  0.03108351
 -0.00876689 -0.00333433 -0.01059542  0.01547665 -0.01852627 -0.03993588
  0.00162883  0.03804817 -0.0180806   0.03180012  0.00214132  0.00626075
 -0.03013314  0.03644394]"
1189,"Thin Blue Line, The",Documentary,1988.0,N,"Thin Blue Line, The","'In Netflix queue', 'police'","[-0.21301164 -0.01594086  0.4849594  -0.2201591   0.6795239   0.26519674
  0.2947458   0.67222995 -0.51785356  0.38361824 -0.25426498  0.01934319
  0.4336527   0.31860104 -0.05862237 -0.44607168  0.19648711  0.16700445
 -0.14622228  0.5259594 ]"
1193,One Flew Over the Cuckoo's Nest,Drama,1975.0,N,One Flew Over the Cuckoo's Nest,"'emotional', 'jack nicholson', 'mental illness'","[-0.34536007  0.3444669   0.4452123  -1.5962645  -0.07300795 -0.1850781
 -0.17100985  1.1891645  -0.91646516  1.1155329  -0.99897593 -0.15225142
  1.1423119   0.5645255   0.31895885 -0.43157524  1.9894636   0.62592393
 -0.6090921   0.05841081]"
1196,Star Wars: Episode V - The Empire Strikes Back,Action Adventure Sci-Fi,1980.0,N,Star Wars: Episode V - The Empire Strikes Back,"'space opera', 'original plot', 'I am your father', 'space', 'George Lucas', 'Harrison Ford', 'classic', 'music', 'sequel', 'sci-fi'","[-0.22181492 -2.8790321  -0.5657393  -1.4827158   0.3203644   0.6858548
  1.0923711   1.9107547  -0.1406014   1.237184   -0.8893033   2.5417159
 -0.30618468 -0.5736984   0.19991383 -1.5675004   0.9537873  -0.50335383
 -0.6773937  -0.43027607]"
1197,"Princess Bride, The",Action Adventure Comedy Fantasy Romance,1987.0,N,"Princess Bride, The","'Inigo Montoya', 'six-fingered man'","[ 0.5826131  -1.1055257  -0.9390042  -0.5593001   0.4054591  -0.21260397
  1.7174525   0.881849   -0.66639996  1.6296012  -0.8954619   0.2172338
  0.68894184  1.3900346  -0.2955769  -0.09042402 -1.4486794  -0.48492184
  1.4314666   0.32506528]"
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Action Adventure,1981.0,N,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),"'archaeology', 'indiana jones', 'treasure hunt', 'adventure', 'ark of the covenant', 'Steven Spielberg'","[ 0.01089397  1.0596638   1.3852023   0.12325257  0.06151614  1.4309882
  2.0234523   2.6619017  -1.7710322  -0.01725922 -1.7690121  -0.17600983
  0.19795401 -0.44070065  0.30166504 -1.5994564  -0.51679593 -1.3331616
  0.76580936  0.54206645]"
1200,Aliens,Action Adventure Horror Sci-Fi,1986.0,N,Aliens,"'space craft', 'SPACE TRAVEL', 'space', 'horror', 'action', 'suspense', 'aliens', 'sci-fi'","[-0.5816443  -1.0639595   0.02642686 -0.99324906  1.2000072   0.16933902
  0.5284576   1.0613585  -0.9363897   0.38989705 -1.4515288  -1.2454396
  0.11466003  1.1082526  -0.08694621 -0.7781775  -0.85211146 -0.24351953
 -1.1166173  -0.24020512]"
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action Adventure Western,1966.0,G,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",'spaghetti western',"[ 0.23725948 -0.3533655   1.2362863  -0.5858047   0.12843218  0.5137399
  0.746       1.6235003  -0.7518867   0.94733405 -0.10782777  1.3870109
  0.17530516 -0.43136844  0.11003694 -0.64473855  0.03806695 -0.9253327
 -0.4385639   0.70857346]"
